año,Departamento,Municipio,Lugar Decomiso,Situacion,Autoridad que incauto,nom tipo especie,Nombre comun,Nombre cientifico,Cantidad
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,2
2009,RISARALDA,SANTA ROSA DE CABAL,TRAMO URBANO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,PALOMAS COLLAJERAS,COLUMBA FASCIATA,1
2009,RISARALDA,PEREIRA,CERRITOS,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,COTORRA ALIROJA,ARATINGA LEUCOPHTALMUS,2
2009,RISARALDA,PEREIRA,CERRITOS,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,MANO LANUDO,LAGOTHRIX LAGOTRICHA,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,DOSQUEBRADAS,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,POECILURUS POECILURUS,KNIPOLEGUS POECILURUS POECILURUS (P.L. SCLATER),1
2009,RISARALDA,PEREIRA,ALFONSO LOPEZ,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA AMAZONICA,1
2009,RISARALDA,PEREIRA,BELMONTE,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA ICOTEA,TRACHEMYS SCRIPTA,2
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,SAMARIA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,GRANATENSIS,SCIURUS GRANATENSIS,1
2009,RISARALDA,PEREIRA,ARABIA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,CHOLIBA,OTUS CHOLIBA,1
2009,RISARALDA,SANTA ROSA DE CABAL,LA POSTRERA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,SWAINSONII,RAMPHASTOS SWAINSONII,1
2009,RISARALDA,PEREIRA,BERLIN,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,CUBA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,CHALCOPTERUS,PIONUS CHALCOPTERUS,1
2009,RISARALDA,PEREIRA,CUBA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2009,RISARALDA,PEREIRA,SAN NICOLAS,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CARISUCIA,ARATINGA PERTINAX,1
2009,RISARALDA,PEREIRA,VILLA SANTANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,ANFIBIOS,,INDETERMINADA SP.,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,2
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,FALSA CORAL,ERYTHROLAMPRUS  BIZONA,1
2009,RISARALDA,DOSQUEBRADAS,JAPON,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,GUACAMAYEJA,ARA SEVERA,1
2009,RISARALDA,DOSQUEBRADAS,JAPON,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,1
2009,RISARALDA,PEREIRA,PARQUE INDUSTRIAL,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,1
2009,RISARALDA,PEREIRA,EL JARDIN,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA AMAZONICA,1
2009,RISARALDA,PEREIRA,CENTRO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2009,RISARALDA,PEREIRA,2500 LOTES,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,CUBA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,BOA,BOA CONSTRICTOR,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA ICOTEA,TRACHEMYS SCRIPTA,2
2009,RISARALDA,DOSQUEBRADAS,SANTA TERESITA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,CUBA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,MOMOTA,MOMOTUS MOMOTA,1
2009,RISARALDA,PEREIRA,LA LIBERTAD,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,DOSQUEBRADAS,EL CAMPESTRE,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,BOA,BOA CONSTRICTOR,2
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,CARDER,AVES,MOCHO ORELHUDO,RHINOPTYNX CLAMATOR,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,CARDER,AVES,STYGIUS ROBUSTUS,ASIO STYGIUS ROBUSTUS KELSO,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,CARDER,AVES,CHOLIBA,OTUS CHOLIBA,1
2009,RISARALDA,LA VIRGINIA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,PISINGOS,DENDROCYGNA AUTUMNALIS,10
2009,RISARALDA,LA CELIA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,LA VIRGINIA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,,SPILOTES SP.,1
2009,RISARALDA,BELÉN DE UMBRÍA,TAPARCAL,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,GRANATENSIS,SCIURUS GRANATENSIS,1
2009,RISARALDA,SANTUARIO,LA MARINA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,,SPILOTES SP.,1
2009,RISARALDA,PEREIRA,MUNDO NUEVO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2009,RISARALDA,PEREIRA,CAIMALITO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2009,RISARALDA,DOSQUEBRADAS,LA ROMELIA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,3
2009,RISARALDA,BELÉN DE UMBRÍA,TAPARCAL,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,ZORRO,DUSCICION THOUS,2
2009,RISARALDA,LA VIRGINIA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,CHIMACHIMA,MILVALGO CHIMACHIMA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA ICOTEA,TRACHEMYS SCRIPTA,2
2009,RISARALDA,PEREIRA,CORALES,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA ICOTEA,TRACHEMYS SCRIPTA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,GRISEUS,NYCTIBIUS GRISEUS,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,ARACNIDOS,TARANTULA,TARANTULA,1
2009,RISARALDA,PEREIRA,TERMINAL DE TRANSPORTE,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,GRISEUS,NYCTIBIUS GRISEUS,1
2009,RISARALDA,PEREIRA,TERMINAL DE TRANSPORTE,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,MOMOTA,MOMOTUS MOMOTA,1
2009,RISARALDA,PEREIRA,TERMINAL DE TRANSPORTE,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,CAROLIENSIS,CAPRIMULGUS CAROLIENSIS GMELIN,1
2009,RISARALDA,PEREIRA,CENTRO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,2
2009,RISARALDA,PEREIRA,PARQUE INDUSTRIAL,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,DOSQUEBRADAS,LA PRADERA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,CENTRO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,AUTUMNALIS,AMAZONA AUTUMNALIS,1
2009,RISARALDA,DOSQUEBRADAS,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,FLAVUS,POTOS FLAVUS (SCHREBER),1
2009,RISARALDA,PEREIRA,CENTRO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,DOSQUEBRADAS,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,BELMONTE,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,VÍA A ARMENIA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,CHOLIBA,OTUS CHOLIBA,1
2009,RISARALDA,PEREIRA,ALAMOS,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,GRANATENSIS,SCIURUS GRANATENSIS,1
2009,RISARALDA,PEREIRA,BELMONTE,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA ICOTEA,TRACHEMYS SCRIPTA,1
2009,RISARALDA,PEREIRA,LA BANANERA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,YNCAS,CYANOCORAX YNCAS,4
2009,RISARALDA,PEREIRA,LA BANANERA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,TURPIAL,ICTERUS CHRYSATER,1
2009,RISARALDA,PEREIRA,POBLADO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,DOSQUEBRADAS,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,GUACAMAYEJA,ARA SEVERA,1
2009,RISARALDA,PEREIRA,BELLA VISTA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,1
2009,RISARALDA,PEREIRA,BELMONTE,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,BOA,BOA CONSTRICTOR,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,ESPECIMENES,ARMADILLO,DASYPUS NOVENMCINTUS,1
2009,RISARALDA,PEREIRA,ALAMOS,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA AMAZONICA,1
2009,RISARALDA,PEREIRA,ALAMOS,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,LA VIRGINIA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,LA VIRGINIA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,BUHO RAYADO,ASIO CLAMATUR,1
2009,RISARALDA,PEREIRA,CENTRO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,MARSUPIALIS,DIDELPHIS MARSUPIALIS,1
2009,RISARALDA,PEREIRA,PROVIDENCIA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA ICOTEA,TRACHEMYS SCRIPTA,1
2009,RISARALDA,PEREIRA,CENTRO,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,SAMARIA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,CENTRO,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,BOA,BOA CONSTRICTOR,1
2009,RISARALDA,PEREIRA,CUBA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,BALBOA,TOTUI,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,MONO ARAÑA,ATELES BELZEBUTH,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,CHOLIBA,OTUS CHOLIBA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,COLUMBARIUS,FALCO COLUMBARIUS,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,MAGNIROSTRIS,BUTEO MAGNIROSTRIS,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,MARSELLA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,GUACAMAYEJA,ARA SEVERA,2
2009,RISARALDA,MARSELLA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,LORA FRENTIAMARILLA,AMAZONA AMAZONICA,2
2009,RISARALDA,MARSELLA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,LEMORINUS LEMORINUS,AOTUS LEMORINUS LEMORINUS (E. GEFFROY - ST. HILAIRE),2
2009,RISARALDA,MARSELLA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,WAGLERI,ARATINGA WAGLERI,2
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,REPTILES,TORTUGA ICOTEA,TRACHEMYS SCRIPTA,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,AVES,CYANOLEUCA,NOTIOCHELIDON CYANOLEUCA,1
2009,RISARALDA,PEREIRA,AVENIDA DE LAS AMERICAS,ENTREGA VOLUNTARIA,CARDER,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,ARABIA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,CHOLIBA,OTUS CHOLIBA,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,MAMIFEROS,GRANATENSIS,SCIURUS GRANATENSIS,2
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,AVES,MAGNIROSTRIS,BUTEO MAGNIROSTRIS,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,2
2009,RISARALDA,PEREIRA,CUBA,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,AVES,MAGNIROSTRIS,BUTEO MAGNIROSTRIS,1
2009,RISARALDA,PEREIRA,MORELIA,ENTREGA VOLUNTARIA,POLICIA NACIONAL DE COLOMBIA,MAMIFEROS,NOVEMCINCTUS,DASYPUS NOVEMCINCTUS LINNAEUS,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,ZOOLOGICO MATECAÑA,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,ZOOLOGICO MATECAÑA,AVES,INSEPARABLE,AGAPORNIS PERSONATA,1
2009,RISARALDA,PEREIRA,ZONA URBANA,ENTREGA VOLUNTARIA,ZOOLOGICO MATECAÑA,AVES,LORA CABECIAZUL,PIONUS MENSTRUUS,2
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,IGUANA,IGUANA IGUANA,5
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,MAMIFEROS,HOFFMANNI,CHOLOEPUS HOFFMANNI W.H. PETERS,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,AVES,IGNOBILIS,TURDUS IGNOBILIS,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,MAMIFEROS,ZORRO,DUSCICION THOUS,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,MAMIFEROS,RUFINA,MAZAMA RUFINA BOURCIER & PUCHERÁN,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,ANFIBIOS,SALAMANDRA,SALAMANDRA SALAMANDRA,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,ZOOLOGICO MATECAÑA,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,AVENIDA DE LAS AMERICAS,ENTREGA VOLUNTARIA,CARDER,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,CARDER,MAMIFEROS,GRANATENSIS,SCIURUS GRANATENSIS,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,CARDER,REPTILES,TORTUGA MORROCOY,GEOCHELONE CARBONARIA,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,IGUANA,IGUANA IGUANA,1
2009,RISARALDA,PEREIRA,ASOCIACIÓN PROTECTORA DE ANIMALES,ENTREGA VOLUNTARIA,ASOCIACIÓN PROTECTORA DE ANIMALES Y PLANTAS,REPTILES,TORTUGA PIMPANO,KINOSTERNON SP.,1
